id	source	target
scene-tmp-00140	Data Collection

This game collects gameplay data through Torpor Games' analytics service, A/B testing and service providers. The information gathered will aid us in enhancing game balance for a better game experience. For further information see the Torpor Games Privacy Policy.	數據收集

本遊戲透過 Torpor Games 的分析服務、A/B 測試及服務供應商收集遊戲數據。所收集的資訊將協助我們改善遊戲平衡，以提供更好的遊戲體驗。欲知詳情，請參閱 Torpor Games 隱私權政策。
scene-tmp-00142	Voluntary Community Testers	志願社群測試人員
scene-tmp-00144	FC ANRICA CUP	安瑞卡盃 (FC ANRICA CUP)
scene-tmp-00146	Influence 4	影響力 4
scene-tmp-00147	Skip Read Dialogue Text	跳過已讀對話
scene-tmp-00148	Business Manager	商務經理
scene-tmp-00149	Account Settings	帳號設定
scene-tmp-00150	Reward:	獎勵：
scene-tmp-00151	Re-Enter Password	重新輸入密碼
scene-tmp-00152	Choose Your Own	自行選擇
scene-tmp-00153	V Sync	垂直同步
scene-tmp-00154	Cancel	取消
scene-tmp-00156	Achievement Unlocked!	成就解鎖！
scene-tmp-00157	User Testing	用戶測試
scene-tmp-00159	This mode disables manual saving and enables achievements. You can only turn it off after completing the story once.	此模式會停用手動存檔並啟用成就。你只能在完成一次故事後將其關閉。
scene-tmp-00160	Production Manager	製作經理
scene-tmp-00161	Set Password	設定密碼
scene-tmp-00162	128h	128小時
scene-tmp-00163	Marketing	行銷
scene-tmp-00165	Link Account	連結帳號
scene-tmp-00167	Anti-Aliasing	反鋸齒
scene-tmp-00169	Info	資訊
scene-tmp-00172	World Map - 01.12.2023 19:58	世界地圖 - 2023年12月1日 19:58
scene-tmp-00173	Login	登入
scene-tmp-00174	Torpor Games Privacy Policy	Torpor Games 隱私權政策
scene-tmp-00175	Not Enough Story Points	故事點數不足
scene-tmp-00176	Fernando Rizo	費爾南多·里佐
scene-tmp-00177	Select	選擇
scene-tmp-00178	STORY POINTS	故事點數
scene-tmp-00179	Target FPS	目標幀率
scene-tmp-00180	Aarón J. Morales	亞倫·J·莫拉萊斯
scene-tmp-00181	LEGISLATIVE REPRESENTATIVE	立法代表
scene-tmp-00182	New Game Name	新遊戲名稱
scene-tmp-00183	A charismatic leader who's promising grand reforms.
He navigates between Sollist traditions and populist reforms.	一位承諾進行重大改革的魅力型領導人。
他在 索爾主義者 傳統與民粹主義改革之間遊走。
scene-tmp-00184	Danielle Allum	丹妮爾·阿勒姆
scene-tmp-00185	Suzanne Wallace	蘇珊·華萊士
scene-tmp-00187	GAMEPAD CONTROLS	手把控制
scene-tmp-00188	Anton Rayne	安東·雷恩
scene-tmp-00189	Grimaldus	格里馬爾杜斯
scene-tmp-00190	Password is required.	需要密碼。
scene-tmp-00191	Titas Serpenskas	提塔斯·塞彭斯卡斯
scene-tmp-00192	Minimize/Unminimize/
Open Profile Page	最小化/取消最小化/
開啟個人資料頁面
scene-tmp-00193	Finish	完成
scene-tmp-00194	Stephen Gray	史蒂芬·格雷
scene-tmp-00195	Save file uploaded.	存檔已上傳。
scene-tmp-00196	Torpor Account Login	Torpor 帳號登入
scene-tmp-00198	Torpor Account	Torpor 帳號
scene-tmp-00199	Enter a valid e-mail address.	請輸入有效的電子郵件地址。
scene-tmp-00201	Rizia Completed	里齊亞 已完成
scene-tmp-00202	Julian-Constantin Nowak	朱利安-康斯坦丁·諾瓦克
scene-tmp-00203	Profile Details	個人資料詳情
scene-tmp-00205	Harufumi Sakasegawa	酒瀨川春文
scene-tmp-00206	Warning	警告
scene-tmp-00208	Topmak	托普馬克
scene-tmp-00209	Reset Password	重設密碼
scene-tmp-00210	Gundolf S. Freyermuth	岡多夫·S·弗雷爾穆斯
scene-tmp-00211	Last Login: Dec 4 2024	上次登入：2024年12月4日
scene-tmp-00212	Dec 24 2024	2024年12月24日
scene-tmp-00213	INR 1000000	1000000 印度盧比
scene-tmp-00214	Developed & Co-Published by 
Torpor Games	由 Torpor Games 開發並聯合發行
scene-tmp-00215	Adrien Farey	阿德里安·法雷
scene-tmp-00217	File Name:	檔案名稱：
scene-tmp-00218	Associate Producer	助理製作人
scene-tmp-00219	Loading...	載入中...
scene-tmp-00220	Story Selection - 28-11-2024 19-05-18	故事選擇 - 2024-11-28 19-05-18
scene-tmp-00221	Rizia	里齊亞
scene-tmp-00222	Torpor Mode Enabled	Torpor 模式已啟用
scene-tmp-00223	Tickets	票務
scene-tmp-00224	Window Mode	視窗模式
scene-tmp-00225	Nathan De Farias Lima	內森·德·法里亞斯·利馬
scene-tmp-00226	Sign up with Apple	使用 Apple 帳號註冊
scene-tmp-00227	Edit Username	編輯使用者名稱
scene-tmp-00228	Settings	設定
scene-tmp-00229	Saved on a different version	儲存於不同版本
scene-tmp-00231	Show Sordish Politicans	顯示 蘇德蘭人 政治人物
scene-tmp-00232	Panel Title	面板標題
scene-tmp-00233	Previous Token/Panel	上一個標記/面板
scene-tmp-00234	Permanently removes Ads from Sordland Story Pack & unlocks premium Save/Load	永久移除 蘇德蘭 劇情包中的廣告並解鎖進階儲存/讀取功能
scene-tmp-00235	Overview	結束檢視
scene-tmp-00236	Graphics	圖形
scene-tmp-00238	You can select a completed Sordland save to carry over your choices into the next story.	您可以選擇一個已完成的 蘇德蘭 存檔，將您的選擇延續到下一個故事中。
scene-tmp-00241	info value text text info dfddddddd	資訊數值文字文字資訊 dfddddddd
scene-tmp-00242	Achievements	成就
scene-tmp-00243	Play the Sordland Story Pack to unlock this item.	遊玩 蘇德蘭 劇情包以解鎖此項目。
scene-tmp-00245	Ministry of Propaganda and 
Society	部 宣傳與
社會
scene-tmp-00246	Sign up with Google	使用 Google 帳號註冊
scene-tmp-00247	SFX Volume	音效音量
scene-tmp-00248	Analytics Consent	分析同意
scene-tmp-00249	ROTATE	旋轉
scene-tmp-00250	Delete Analytics Data	刪除分析資料
scene-tmp-00251	Manual Save	手動存檔
scene-tmp-00252	Ministry of Design and
Quality Assurance	部設計與
品質保證
scene-tmp-00254	Torpor Mode Disabled	蟄伏模式已停用
scene-tmp-00255	1-Day Ticket	1日通行證
scene-tmp-00256	Delete	刪除
scene-tmp-00257	Marla Fitzsimmons	瑪拉·費茲西蒙斯
scene-tmp-00258	Zoom Out	縮小
scene-tmp-00259	Get full access to all story packs for 1 day, ad-free.	獲取1日完整故事包存取權，且無廣告。
scene-tmp-00261	Devastator	毀滅者
scene-tmp-00262	Jonathan Baker	喬納森·貝克
scene-tmp-00263	Restore Purchases	恢復購買
scene-tmp-00264	Between 1954-1958	1954年至1958年間
scene-tmp-00265	Main Story	主線故事
scene-tmp-00266	Erik Löfmark	埃里克·洛夫馬克
scene-tmp-00267	MALENYEVISM	馬列維主義
scene-tmp-00268	Ministry of Community Surveillance	部社區監控
scene-tmp-00269	Chris Wright	克里斯·萊特
scene-tmp-00270	Laurence Marie Gilbertz	勞倫斯·瑪麗·吉爾伯茨
scene-tmp-00273	Apply	套用
scene-tmp-00274	Dominic McMillan	多米尼克·麥克米蘭
scene-tmp-00275	Carousel Text	輪播文字
scene-tmp-00276	Güliz Dülgeroğlu Küpçü	居利茲·杜爾格奧盧·庫普丘
scene-tmp-00277	Des Gayle	德斯·蓋爾
scene-tmp-00278	Load Database	載入資料庫
scene-tmp-00279	Josh Hardy	喬什·哈迪
scene-tmp-00280	Andrea Lippi	安德烈·利皮
scene-tmp-00281	Finish 10 Actions	完成 10 項 法案
scene-tmp-00282	CHOOSE A PROFILE PICTURE	選擇頭像
scene-tmp-00283	Scout	偵察
scene-tmp-00284	Ashley Nicollette	阿什莉·尼科萊特
scene-tmp-00285	John Paul Velarde Jose	約翰·保羅·維拉爾德·何塞
scene-tmp-00286	(CONTRIBUTING MEMBERS)	（貢獻成員）
scene-tmp-00287	Accept	接受
scene-tmp-00288	Date:	日期：
scene-tmp-00289	Ministry of Writing and Design	部寫作與設計
scene-tmp-00290	Music Volume	音樂音量
scene-tmp-00291	- 20,000 HOS employees lost their jobs.
- More than 8000 people were arrested under charges for assisting Young Sords.
- Half a million women joined the workforce.
- 50,000 soldiers became unemployed.
- 238 people were killed.
- More than a million workers secured their rights under the new Workers Rights Act.
- Bludish crime decreased by 60%.
- Half a million women joined the workforce.
- 50,000 soldiers became unemployed.
- 238 people were killed.
- More than a million workers secured their rights under the new Workers Rights Act.
- Bludish crime decreased by 60%.	- 20,000 名 霍斯 員工失去了工作。
- 超過 8000 人因協助 青年蘇德蘭人 的指控而被捕。
- 五十萬名女性加入了勞動力市場。
- 50,000 名士兵失業。
- 238 人死亡。
- 超過一百萬名工人在新的勞工權利 法案 下保障了他們的權利。
- 布魯德人 犯罪率下降了 60%。
- 五十萬名女性加入了勞動力市場。
- 50,000 名士兵失業。
- 238 人死亡。
- 超過一百萬名工人在新的勞工權利 法案 下保障了他們的權利。
- 布魯德人 犯罪率下降了 60%。
scene-tmp-00292	ReyesEdward	雷耶斯·愛德華
scene-tmp-00293	History will remember you as a...	歷史將會銘記你是一位……
scene-tmp-00295	Brian Kelleher	布萊恩·凱萊赫
scene-tmp-00296	CHOOSE A POLITICAL AFFILIATION	選擇政治傾向
scene-tmp-00297	Lighting	光照
scene-tmp-00298	SOLLISM	索爾主義
scene-tmp-00299	Lennert Suykerbuyk	倫納特·蘇克布伊克
scene-tmp-00300	Locked	已鎖定
scene-tmp-00301	Return	返回
scene-tmp-00302	Mohammad Darwazeh	穆罕默德·達瓦澤
scene-tmp-00304	ACHIEVEMENTS:	成就：
scene-tmp-00305	1/2 Cloud Saves	1/2 雲端存檔
scene-tmp-00306	<size=19>(Press)</size> Hyperlinks	<size=19>（點擊）</size> 超連結
scene-tmp-00307	Continue with Google	使用 Google 繼續
scene-tmp-00308	E-Mail Address	電子郵件地址
scene-tmp-00309	Oscar Watson	奧斯卡·沃森
scene-tmp-00310	You are currently playing as a guest.
Login to use your Suzerain profile across devices.	您目前以訪客身份遊玩。
登入以在不同裝置間使用您的《Suzerain》個人檔案。
scene-tmp-00311	If the email is found, you will receive an email shortly.	若找到該電子郵件，您將很快收到一封郵件。
scene-tmp-00312	Paweł Majewski	帕維爾·馬耶夫斯基
scene-tmp-00313	Zoom In	放大
scene-tmp-00314	Irene Preuss	艾琳·普羅伊斯
scene-tmp-00315	James Spence	詹姆斯·斯彭斯
scene-tmp-00316	Back to Login	返回登入
scene-tmp-00317	Artic Z.	阿蒂克·Z.
scene-tmp-00318	Stijn Verstraete	斯泰恩·維斯特拉特
scene-tmp-00319	To access this page, please reconnect to the internet.	若要存取此頁面，請重新連線至網際網路。
scene-tmp-00320	Šimon Škvára	西蒙·什克瓦拉
scene-tmp-00321	Font	字體
scene-tmp-00322	UI Scaling	介面縮放
scene-tmp-00323	Story Packs	劇情包
scene-tmp-00324	Robert E. Davis	羅伯特·E·戴維斯
scene-tmp-00325	OR	或
scene-tmp-00326	Shadows	陰影
scene-tmp-00327	Autosave	自動存檔
scene-tmp-00328	You must complete the Main Story once to disable Torpor Mode.	你必須先完成一次主線故事才能停用昏睡模式。
scene-tmp-00329	Brand Manager	品牌經理
scene-tmp-00330	Profile Name already exists.	個人檔案名稱已存在。
scene-tmp-00332	Passwords need to match.	密碼必須相符。
scene-tmp-00333	Use Story Points to start or continue playing a story. 

Earn more by watching ads, leveling up, and completing in-game actions.	使用故事點數來開始或繼續遊玩故事。

透過觀看廣告、升級以及完成遊戲內行動來賺取更多點數。
scene-tmp-00334	Enter a valid password.	請輸入有效的密碼。
scene-tmp-00335	Leveled Up	升級
scene-tmp-00336	Ministry of Technology, Writing and 
Design	部 技術、寫作與
設計
scene-tmp-00337	Loading ad…	正在載入廣告…
scene-tmp-00338	Simple Peasant	純樸農民
scene-tmp-00340	Ministry of Writing	部 寫作
scene-tmp-00341	Render Scale	渲染比例
scene-tmp-00342	Disabled	已停用
scene-tmp-00343	Click to Login	點擊以登入
scene-tmp-00344	Restore Defaults	恢復預設值
scene-tmp-00345	Receive news and updates from Torpor Games	接收來自 Torpor Games 的新聞與更新
scene-tmp-00347	Map Movement/Scroll	地圖移動/捲動
scene-tmp-00348	Invalid Profile Name	無效的個人檔案名稱
scene-tmp-00350	INFLUENCE	影響力
scene-tmp-00351	Prologue Choices	序章選擇
scene-tmp-00352	Yaroslav Bakhmutov	雅羅斯拉夫·巴赫穆托夫
scene-tmp-00353	Max Muehlen	馬克斯·米倫
scene-tmp-00354	Leader	領袖
scene-tmp-00355	The Idealist	理想主義者
scene-tmp-00357	Affiliation	隸屬關係
scene-tmp-00358	PURCHASE	購買
scene-tmp-00359	You haven't finished the Main Story.
Starting a DLC Story will automatically generate a default save file for the main story. Are you sure you want to continue?	您尚未完成主線故事。
開始 DLC 故事將自動為您生成一個預設的主線故事存檔。您確定要繼續嗎？
scene-tmp-00360	Taha Batur Şenlİ	塔哈·巴圖爾·申利
scene-tmp-00361	Error	錯誤
scene-tmp-00362	Ayan	阿揚
scene-tmp-00363	New Version Available!	有新版本可用！
scene-tmp-00364	Textures	紋理
scene-tmp-00365	Joni van der Leeuw	喬尼·范德勒烏
scene-tmp-00366	SORDISH REFORMISM	索德蘭改良主義
scene-tmp-00367	Jimi Henriksson	吉米·亨里克森
scene-tmp-00368	Purchase a ticket to keep access to all stories and to remove ads.	購買通行證以保留對所有故事的存取權限並移除廣告。
scene-tmp-00369	By using this service you agree to the Torpor Games
<link="https://www.torporgames.com/"><color=#D9D6D6><u>Terms of Service</color></u></link> and <link="https://www.torporgames.com/"><color=#D9D6D6><u>Privacy Policy</color></u></link>	使用此服務即表示您同意 Torpor Games 的
<link="https://www.torporgames.com/"><color=#D9D6D6><u>服務條款</color></u></link> 與 <link="https://www.torporgames.com/"><color=#D9D6D6><u>隱私權政策</color></u></link>
scene-tmp-00370	Ad Privacy Options	廣告隱私選項
scene-tmp-00371	SwanKing	天鵝國王
scene-tmp-00372	Saved on a different version.	在不同版本上儲存。
scene-tmp-00373	Maria Bilo	瑪麗亞·比洛
scene-tmp-00374	3-day ticket	3 天通行證
scene-tmp-00375	New	新
scene-tmp-00377	Current Story: Rizia	當前故事：里齊亞
scene-tmp-00378	Sync Achievements	同步成就
scene-tmp-00379	Anrica	安里卡
scene-tmp-00380	Country	國家
scene-tmp-00381	Create Account	建立帳號
scene-tmp-00382	Ministry of Human Resources and 
Administration	人力資源與行政部
scene-tmp-00383	Watch ads to earn Story Points. Use them to advance in the story.	觀看廣告以賺取故事點數。使用它們來推進故事進度。
scene-tmp-00384	Republic of Sordland	蘇德蘭共和國
scene-tmp-00385	Chief Strategist
Ministry of Design and Writing	首席策略師
設計與編劇部
scene-tmp-00386	No Internet Connection	無網際網路連線
scene-tmp-00387	Pedram Mashouf	佩德拉姆·馬舒夫
scene-tmp-00388	Enter command...	輸入指令...
scene-tmp-00390	Watch Ads	觀看廣告
scene-tmp-00393	You have previously signed in with ...	您先前已使用 ... 登入
scene-tmp-00394	Adel Baharuhom	阿德爾·巴哈魯霍姆
scene-tmp-00395	Finance Manager	財務經理
scene-tmp-00396	Skip Prologue	跳過序章
scene-tmp-00397	Daily Rewards	每日獎勵
scene-tmp-00398	Story Selection	故事選擇
scene-tmp-00399	Import from existing completed save	從現有的已完成存檔匯入
scene-tmp-00400	code	代碼
scene-tmp-00401	Casey Braden	凱西·布雷登
scene-tmp-00402	25h	25小時
scene-tmp-00403	Jan Bąk	揚·邦克
scene-tmp-00404	Naro	納羅
scene-tmp-00405	Load Save	載入存檔
scene-tmp-00406	Daniel Emig	丹尼爾·埃米格
scene-tmp-00407	"Suzerain" is a work of fiction and any resemblance to actual persons, living or dead, or actual events is purely coincidental. While the game may illustrate various perspectives on political subjects, these depictions are purely for artistic exploration and do not indicate an endorsement or promotion of these viewpoints by the creators. 

This game employs mature themes including instances of violence, death and suicide as part of its narrative.	《Suzerain》是一部虛構作品，與任何現實中的人物（無論生者或死者）或事件如有雷同，純屬巧合。雖然本遊戲可能展示了對政治議題的各種觀點，但這些描繪純粹是為了藝術探索，並不代表創作者對這些觀點的認可或推廣。

本遊戲包含成人主題，包括敘事中出現的暴力、死亡和自殺情節。
scene-tmp-00408	To receive your gift, enter your code below.	若要領取您的禮物，請在下方輸入您的代碼。
scene-tmp-00409	Suzerain Completed	Suzerain 已完成
scene-tmp-00410	Next Token/Panel	下一個標記/面板
scene-tmp-00411	Milt	米爾特
scene-tmp-00412	Crazy campaign	瘋狂競選
scene-tmp-00413	Master Volume	主音量
scene-tmp-00414	Sol Bekic	索爾·貝基奇
scene-tmp-00415	Odahir Mena	奧達希爾·梅納
scene-tmp-00416	Profile	個人檔案
scene-tmp-00418	Select an Archetype: Anton Rayne	選擇一個原型：安東·雷恩
scene-tmp-00419	Florian Maric	弗洛里安·馬里奇
scene-tmp-00420	Reset Showcase	重置展示
scene-tmp-00421	Notes:	筆記：
scene-tmp-00422	History	歷史
scene-tmp-00423	Support	支援
scene-tmp-00424	Equipment	裝備
scene-tmp-00425	Codex	法典
scene-tmp-00426	Manpower	人力
scene-tmp-00427	AVAILABLE	可用
scene-tmp-00428	Organisations	組織
scene-tmp-00429	Support Mechanic	支持機制
scene-tmp-00430	The criteria for the allocation of public funds shall no longer be according to the number of votes won in the general election by a political party. The new criteria shall be the proportion of seats won by a political party in the Assembly. Political parties shall receive an annual amount of 500.000 ren per Member of Assembly.


(This results in a doubling of the USP election budget and a slight increase in the other parties in the Assembly while effectively removing all funding from parties that are below the 10% election threshold.)	公共資金的分配標準將不再依據政黨在大選中獲得的票數。新的標準將是政黨在 議會 中獲得的席位比例。政黨每位 議會 議員每年將獲得 50 萬倫的資金。


（這將使 團結社會黨 的選舉預算翻倍，並使 議會 中其他政黨的預算略有增加，同時有效地取消了所有未達 10% 選舉門檻政黨的資金。）
scene-tmp-00431	Units	單位
scene-tmp-00433	Rizian Armed Forces	里齊亞武裝部隊
scene-tmp-00434	Clear	清除
scene-tmp-00435	Attack	攻擊
scene-tmp-00436	Tanks	坦克
scene-tmp-00437	None available.	無可用單位。
scene-tmp-00438	Terador	特拉多爾
scene-tmp-00441	Randomize	隨機化
scene-tmp-00442	Religion	宗教
scene-tmp-00443	Battle Ships	戰艦
scene-tmp-00444	PRESIDENT	總統
scene-tmp-00445	Official Language(S):	官方語言：
scene-tmp-00446	Movement locked!	移動已鎖定！
scene-tmp-00447	PRESIDENTEN DEI SORDLAND	索德蘭總統
scene-tmp-00448	Air Strike	空襲
scene-tmp-00449	General Luderin	盧德林將軍
scene-tmp-00450	Feel free to take notes here to help you remember important points throughout the story...	請隨意在此處做筆記，以幫助您記住整個故事中的重要點……
scene-tmp-00451	Locations	地點
scene-tmp-00452	No tooltips available.	無可用提示。
scene-tmp-00453	Ads	廣告
scene-tmp-00454	Defence	國防
scene-tmp-00456	Reset Deployment	重置部署
scene-tmp-00457	Current	當前
scene-tmp-00458	Welfare	福利
scene-tmp-00459	Character Customization	角色自訂
scene-tmp-00460	STATUS	狀態
scene-tmp-00462	Select to Deploy	選擇部署
scene-tmp-00463	(Add to Trainining Queue)	（加入訓練佇列）
scene-tmp-00464	Royal Decrees	皇家法令
scene-tmp-00465	Fighter Planes	戰鬥機
scene-tmp-00466	Order	命令
scene-tmp-00467	There are no news available yet...	目前尚無新聞...
scene-tmp-00468	Cancel Training	取消訓練
scene-tmp-00469	Deploying	部署中
scene-tmp-00470	Armored Divisions manufactared by the Rizian Tank Company.

Gets -1 Attack Penalty when attacking mountains	由 里齊亞人 坦克公司製造的裝甲師。

在山區進攻時會受到 -1 進攻懲罰
scene-tmp-00472	Deselect current unit	取消選擇當前單位
scene-tmp-00474	Trade	貿易
scene-tmp-00475	The new constitution will allow for the Assembly to override a veto only with a 2/3 (66%) supermajority.	新憲法將允許 議會 僅在獲得 2/3 (66%) 的絕對多數票時才能否決法案。
scene-tmp-00476	Disables a unit
Inflicts {0} <sprite name="organization"> damage	使單位失效
造成 {0} <sprite name="organization"> 傷害
scene-tmp-00477	Train	訓練
scene-tmp-00478	Enemy Turn	敵方回合
scene-tmp-00479	Go to Location	前往地點
scene-tmp-00480	Menu	選單
scene-tmp-00481	UNSTABLE	不穩定
scene-tmp-00482	Infantry	步兵
scene-tmp-00483	Elected In:	當選於：
scene-tmp-00484	GREATER HOLSORD REGION	大霍爾索德地區
scene-tmp-00485	ENACTED	已頒布
scene-tmp-00486	Commission for Fair Trade Commission for Fa	公平貿易委員會
scene-tmp-00487	You won't be able to change how Anton Rayne looks after starting the story.	一旦開始故事，您將無法更改 安東·雷恩 的外觀。
scene-tmp-00488	Sturtecen ely tuten inter ord dei Holsord	Sturtecen ely tuten inter ord dei 霍爾索德
scene-tmp-00489	Air Support	空中支援
